"Attempt_ID","Pgl_Bez","N_Fertilization_kg_ha","Ert_dt_ha","RP_Go","N_Efficiency","CropType_Long","pH","K","P","Mg","Corg","NH4_N","NO3_N","Nges","Smin","B","Mn","Cu","Zn","Mo","KAK_eff","Ca_eff","Mg_eff","K_eff","Na_eff","BS","Soiltype","Soiltype_Short","Sand","Silt","Clay"
"WW-N952-21-TH_01","ohne N",0,71.88,7.7,NA,"Winter Soft Wheat",6,30.7,8.5,12.6,1.09,0.15,3.01,0.24,0.74,0.81,159.1,2.7,4.64,0.011,11.7,9.79,1.17,0.89,0.1,101.3,"silty loam","Lu",27.7,50.1,22.2
"WW-N952-21-TH_03","Pp_35_35_30_T2_T3_T5",145,111.87,11.8,80,"Winter Soft Wheat",6,30.7,8.5,12.6,1.09,0.15,3.01,0.24,0.74,0.81,159.1,2.7,4.64,0.011,11.7,9.79,1.17,0.89,0.1,101.3,"silty loam","Lu",27.7,50.1,22.2
"WW-N952-21-TH_11","Pp_AnN_35_65_T1_T3",145,113.02,11.7,79.9,"Winter Soft Wheat",6,30.7,8.5,12.6,1.09,0.15,3.01,0.24,0.74,0.81,159.1,2.7,4.64,0.011,11.7,9.79,1.17,0.89,0.1,101.3,"silty loam","Lu",27.7,50.1,22.2
"WW-N952-21-TH_10","Pp_AnN_35_65_T2_T3",145,113.2,11.7,80.4,"Winter Soft Wheat",6,30.7,8.5,12.6,1.09,0.15,3.01,0.24,0.74,0.81,159.1,2.7,4.64,0.011,11.7,9.79,1.17,0.89,0.1,101.3,"silty loam","Lu",27.7,50.1,22.2
"WW-N953-21-TH_01","ohne N",0,55.67,9,NA,"Winter Soft Wheat",6.4,23.9,6.1,21.1,1.52,0.14,1.43,0.17,1.04,0.79,155.8,3.74,7.26,0.027,8.3,6.73,1.88,0.73,0.1,112.5,"strong loamier Sand","Uls",33.6,53.7,12.7
"WW-N953-21-TH_11","Pp_AnN_35_65_T1_T3",210,70.14,14.4,36.6,"Winter Soft Wheat",6.4,23.9,6.1,21.1,1.52,0.14,1.43,0.17,1.04,0.79,155.8,3.74,7.26,0.027,8.3,6.73,1.88,0.73,0.1,112.5,"strong loamier Sand","Uls",33.6,53.7,12.7
"WW-N953-21-TH_08","AnN_Pp_70_30_T1_T4",210,74.46,14.7,42.9,"Winter Soft Wheat",6.4,23.9,6.1,21.1,1.52,0.14,1.43,0.17,1.04,0.79,155.8,3.74,7.26,0.027,8.3,6.73,1.88,0.73,0.1,112.5,"strong loamier Sand","Uls",33.6,53.7,12.7
"WW-N953-21-TH_10","Pp_AnN_35_65_T2_T3",210,68.33,14.9,37.3,"Winter Soft Wheat",6.4,23.9,6.1,21.1,1.52,0.14,1.43,0.17,1.04,0.79,155.8,3.74,7.26,0.027,8.3,6.73,1.88,0.73,0.1,112.5,"strong loamier Sand","Uls",33.6,53.7,12.7
"WW-N953-21-TH_02","Pi46_35_35_30_T2_T3_T5",210,72.18,14.9,41.4,"Winter Soft Wheat",6.4,23.9,6.1,21.1,1.52,0.14,1.43,0.17,1.04,0.79,155.8,3.74,7.26,0.027,8.3,6.73,1.88,0.73,0.1,112.5,"strong loamier Sand","Uls",33.6,53.7,12.7
"WW-N953-21-TH_09","AnN_Pp_80_20_T1_T4",210,77.26,14.1,42.5,"Winter Soft Wheat",6.4,23.9,6.1,21.1,1.52,0.14,1.43,0.17,1.04,0.79,155.8,3.74,7.26,0.027,8.3,6.73,1.88,0.73,0.1,112.5,"strong loamier Sand","Uls",33.6,53.7,12.7
"WW-N953-21-TH_06","AnN_Pp_50_50_T1_T4",210,77.77,14.5,45,"Winter Soft Wheat",6.4,23.9,6.1,21.1,1.52,0.14,1.43,0.17,1.04,0.79,155.8,3.74,7.26,0.027,8.3,6.73,1.88,0.73,0.1,112.5,"strong loamier Sand","Uls",33.6,53.7,12.7
"WW-N953-21-TH_07","AnN_Pp_70_30_T2_T4",210,77.18,14.2,42.7,"Winter Soft Wheat",6.4,23.9,6.1,21.1,1.52,0.14,1.43,0.17,1.04,0.79,155.8,3.74,7.26,0.027,8.3,6.73,1.88,0.73,0.1,112.5,"strong loamier Sand","Uls",33.6,53.7,12.7
"WW-N953-21-TH_05","AnN_50_50_T1_T3",210,66.47,15.1,36.1,"Winter Soft Wheat",6.4,23.9,6.1,21.1,1.52,0.14,1.43,0.17,1.04,0.79,155.8,3.74,7.26,0.027,8.3,6.73,1.88,0.73,0.1,112.5,"strong loamier Sand","Uls",33.6,53.7,12.7
"WW-N953-21-TH_03","Pp_35_35_30_T2_T3_T5",210,69.4,15.1,39.5,"Winter Soft Wheat",6.4,23.9,6.1,21.1,1.52,0.14,1.43,0.17,1.04,0.79,155.8,3.74,7.26,0.027,8.3,6.73,1.88,0.73,0.1,112.5,"strong loamier Sand","Uls",33.6,53.7,12.7
"WW-N953-21-TH_04","AnN_50_50_T2_T4",210,76.6,14.9,46,"Winter Soft Wheat",6.4,23.9,6.1,21.1,1.52,0.14,1.43,0.17,1.04,0.79,155.8,3.74,7.26,0.027,8.3,6.73,1.88,0.73,0.1,112.5,"strong loamier Sand","Uls",33.6,53.7,12.7
"WW-N953-21-TH_12","KAS_35_35_30_T2_T3_T5",210,73.59,14.8,42.2,"Winter Soft Wheat",6.4,23.9,6.1,21.1,1.52,0.14,1.43,0.17,1.04,0.79,155.8,3.74,7.26,0.027,8.3,6.73,1.88,0.73,0.1,112.5,"strong loamier Sand","Uls",33.6,53.7,12.7
"WW-N954-21-TH_07","AnN_Pp_70_30_T2_T4",240,101.47,14.9,51.5,"Winter Soft Wheat",5.2,13.6,9.2,9.5,2.16,0.09,2.59,0.23,0.66,0.58,112.9,3.89,3.59,0.008,17.5,16.06,1.02,0.55,0.1,100.7,"strongly silty tone","Tu4",1.7,66,32.3
"WW-N954-21-TH_02","Pi46_35_35_30_T2_T3_T5",240,97.35,14.9,47.8,"Winter Soft Wheat",5.2,13.6,9.2,9.5,2.16,0.09,2.59,0.23,0.66,0.58,112.9,3.89,3.59,0.008,17.5,16.06,1.02,0.55,0.1,100.7,"strongly silty tone","Tu4",1.7,66,32.3
"WW-N954-21-TH_08","AnN_Pp_70_30_T1_T4",240,100.55,14.1,45.2,"Winter Soft Wheat",5.2,13.6,9.2,9.5,2.16,0.09,2.59,0.23,0.66,0.58,112.9,3.89,3.59,0.008,17.5,16.06,1.02,0.55,0.1,100.7,"strongly silty tone","Tu4",1.7,66,32.3
"WW-N954-21-TH_09","AnN_Pp_80_20_T1_T4",240,100.08,14.5,47.7,"Winter Soft Wheat",5.2,13.6,9.2,9.5,2.16,0.09,2.59,0.23,0.66,0.58,112.9,3.89,3.59,0.008,17.5,16.06,1.02,0.55,0.1,100.7,"strongly silty tone","Tu4",1.7,66,32.3
"WW-N954-21-TH_06","AnN_Pp_50_50_T1_T4",240,100.32,14.7,49,"Winter Soft Wheat",5.2,13.6,9.2,9.5,2.16,0.09,2.59,0.23,0.66,0.58,112.9,3.89,3.59,0.008,17.5,16.06,1.02,0.55,0.1,100.7,"strongly silty tone","Tu4",1.7,66,32.3
"WW-N954-21-TH_01","ohne N",0,68.98,10.1,NA,"Winter Soft Wheat",5.2,13.6,9.2,9.5,2.16,0.09,2.59,0.23,0.66,0.58,112.9,3.89,3.59,0.008,17.5,16.06,1.02,0.55,0.1,100.7,"strongly silty tone","Tu4",1.7,66,32.3
"WW-N954-21-TH_10","Pp_AnN_35_65_T2_T3",240,97.63,15.2,49.6,"Winter Soft Wheat",5.2,13.6,9.2,9.5,2.16,0.09,2.59,0.23,0.66,0.58,112.9,3.89,3.59,0.008,17.5,16.06,1.02,0.55,0.1,100.7,"strongly silty tone","Tu4",1.7,66,32.3
"WW-N954-21-TH_11","Pp_AnN_35_65_T1_T3",240,97.06,14.8,46.4,"Winter Soft Wheat",5.2,13.6,9.2,9.5,2.16,0.09,2.59,0.23,0.66,0.58,112.9,3.89,3.59,0.008,17.5,16.06,1.02,0.55,0.1,100.7,"strongly silty tone","Tu4",1.7,66,32.3
"WW-N954-21-TH_03","Pp_35_35_30_T2_T3_T5",240,98.53,15.1,50.1,"Winter Soft Wheat",5.2,13.6,9.2,9.5,2.16,0.09,2.59,0.23,0.66,0.58,112.9,3.89,3.59,0.008,17.5,16.06,1.02,0.55,0.1,100.7,"strongly silty tone","Tu4",1.7,66,32.3
"WW-N954-21-TH_12","KAS_35_35_30_T2_T3_T5",240,97.46,15.2,49.7,"Winter Soft Wheat",5.2,13.6,9.2,9.5,2.16,0.09,2.59,0.23,0.66,0.58,112.9,3.89,3.59,0.008,17.5,16.06,1.02,0.55,0.1,100.7,"strongly silty tone","Tu4",1.7,66,32.3
"WW-N954-21-TH_05","AnN_50_50_T1_T3",240,96.23,14.7,45.4,"Winter Soft Wheat",5.2,13.6,9.2,9.5,2.16,0.09,2.59,0.23,0.66,0.58,112.9,3.89,3.59,0.008,17.5,16.06,1.02,0.55,0.1,100.7,"strongly silty tone","Tu4",1.7,66,32.3
"WW-N954-21-TH_04","AnN_50_50_T2_T4",240,99.41,15.3,51.7,"Winter Soft Wheat",5.2,13.6,9.2,9.5,2.16,0.09,2.59,0.23,0.66,0.58,112.9,3.89,3.59,0.008,17.5,16.06,1.02,0.55,0.1,100.7,"strongly silty tone","Tu4",1.7,66,32.3
"WW-N960-21-HE_07","AnN_Pp_70_30_T2_T4",200,78.88,12.1,41.8,"Winter Soft Wheat",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
"WW-N960-21-HE_06","AnN_Pp_50_50_T1_T4",200,78.18,12,40.4,"Winter Soft Wheat",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
"WW-N960-21-HE_03","Pp_35_35_30_T2_T3_T5",200,79.15,12.5,44.1,"Winter Soft Wheat",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
"WW-N960-21-HE_09","AnN_Pp_80_20_T1_T4",200,81.88,11.1,38.2,"Winter Soft Wheat",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
"WW-N960-21-HE_11","Pp_AnN_35_65_T1_T3",200,78.41,12.4,43,"Winter Soft Wheat",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
"WW-N960-21-HE_10","Pp_AnN_35_65_T2_T3",200,75.66,12.5,41,"Winter Soft Wheat",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
"WW-N960-21-HE_05","AnN_50_50_T1_T3",200,78.23,11.7,39,"Winter Soft Wheat",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
"WW-N960-21-HE_04","AnN_50_50_T2_T4",200,78.32,12.4,42.9,"Winter Soft Wheat",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
"WW-N960-21-HE_02","Pi46_35_35_30_T2_T3_T5",200,78.79,12.3,42.6,"Winter Soft Wheat",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
"WW-N960-21-HE_12","KAS_35_35_30_T2_T3_T5",200,79.72,12.6,45.7,"Winter Soft Wheat",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
"WW-N960-21-HE_01","ohne N",0,47.7,8.4,NA,"Winter Soft Wheat",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
"WW-N960-21-HE_08","AnN_Pp_70_30_T1_T4",200,80.28,11.6,40.2,"Winter Soft Wheat",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
"WW-N963-21-NW_07","AnN_Pp_70_30_T1_T4",217,88.75,13.1,56.3,"Winter Soft Wheat",6.8,13.1,6.7,5.6,1.37,0.17,2.06,0.13,0.41,0.64,120.4,2.84,12.24,0.062,9.9,10.26,0.6,0.51,0.1,114.8,"weak toniger Silt","Ut2",2,86.4,11.6
"WW-N963-21-NW_01","ohne N",0,37.24,9.4,NA,"Winter Soft Wheat",6.8,13.1,6.7,5.6,1.37,0.17,2.06,0.13,0.41,0.64,120.4,2.84,12.24,0.062,9.9,10.26,0.6,0.51,0.1,114.8,"weak toniger Silt","Ut2",2,86.4,11.6
"WW-N963-21-NW_08","KAS_35_35_30_T2_T3_T5",217,87.04,13.1,54.9,"Winter Soft Wheat",6.8,13.1,6.7,5.6,1.37,0.17,2.06,0.13,0.41,0.64,120.4,2.84,12.24,0.062,9.9,10.26,0.6,0.51,0.1,114.8,"weak toniger Silt","Ut2",2,86.4,11.6
"WW-N963-21-NW_05","AnN_Pp_50_50_T1_T4",217,88.25,13,55.4,"Winter Soft Wheat",6.8,13.1,6.7,5.6,1.37,0.17,2.06,0.13,0.41,0.64,120.4,2.84,12.24,0.062,9.9,10.26,0.6,0.51,0.1,114.8,"weak toniger Silt","Ut2",2,86.4,11.6
"WW-N963-21-NW_03","AnN_50_50_T2_T4",217,82.39,13.9,55.1,"Winter Soft Wheat",6.8,13.1,6.7,5.6,1.37,0.17,2.06,0.13,0.41,0.64,120.4,2.84,12.24,0.062,9.9,10.26,0.6,0.51,0.1,114.8,"weak toniger Silt","Ut2",2,86.4,11.6
"WW-N963-21-NW_02","Pp_35_35_30_T2_T3_T5",217,89.14,13.5,59.3,"Winter Soft Wheat",6.8,13.1,6.7,5.6,1.37,0.17,2.06,0.13,0.41,0.64,120.4,2.84,12.24,0.062,9.9,10.26,0.6,0.51,0.1,114.8,"weak toniger Silt","Ut2",2,86.4,11.6
"WW-N963-21-NW_04","AnN_50_50_T1_T3",217,88.6,12.8,54.6,"Winter Soft Wheat",6.8,13.1,6.7,5.6,1.37,0.17,2.06,0.13,0.41,0.64,120.4,2.84,12.24,0.062,9.9,10.26,0.6,0.51,0.1,114.8,"weak toniger Silt","Ut2",2,86.4,11.6
"WW-N963-21-NW_06","AnN_Pp_70_30_T2_T4",217,87.4,13,54.8,"Winter Soft Wheat",6.8,13.1,6.7,5.6,1.37,0.17,2.06,0.13,0.41,0.64,120.4,2.84,12.24,0.062,9.9,10.26,0.6,0.51,0.1,114.8,"weak toniger Silt","Ut2",2,86.4,11.6
"WW-N964-21-NW_01","ohne N",0,68.03,NA,NA,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N964-21-NW_08","AnN_Pp_70_30_T1_T4",200,101.79,NA,NA,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N964-21-NW_09","AnN_Pp_80_20_T1_T4",200,101.5,NA,NA,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N964-21-NW_04","AnN_50_50_T2_T4",200,104.96,NA,NA,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N964-21-NW_05","AnN_50_50_T1_T3",200,102.1,NA,NA,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N964-21-NW_07","AnN_Pp_70_30_T2_T4",200,99.18,NA,NA,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N964-21-NW_03","Pp_35_35_30_T2_T3_T5",200,99.75,NA,NA,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N964-21-NW_11","Pp_AnN_35_65_T1_T3",200,100.97,NA,NA,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N964-21-NW_12","KAS_35_35_30_T2_T3_T5",200,108.03,NA,NA,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N964-21-NW_10","Pp_AnN_35_65_T2_T3",200,102.09,NA,NA,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N964-21-NW_06","AnN_Pp_50_50_T1_T4",200,102.35,NA,NA,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N964-21-NW_02","Pi46_35_35_30_T2_T3_T5",200,103.06,NA,NA,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N971-21-BY_07","AnN_Pp_70_30_T2_T4",190,99.9,11.8,50.5,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N971-21-BY_01","ohne N",0,66,8.2,NA,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N971-21-BY_02","Pi46_35_35_30_T2_T3_T5",190,101.8,11.9,53.1,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N971-21-BY_05","AnN_50_50_T1_T3",190,99.6,11.3,46.5,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N971-21-BY_10","Pp_AnN_35_65_T2_T3",190,98.3,11.8,49,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N971-21-BY_11","Pp_AnN_35_65_T1_T3",190,98.8,11.8,49.5,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N971-21-BY_06","AnN_Pp_50_50_T1_T4",190,98.9,11.8,49.6,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N971-21-BY_04","AnN_50_50_T2_T4",190,101.7,12,53.4,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N971-21-BY_09","AnN_Pp_80_20_T1_T4",190,99.3,11.1,44.4,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N971-21-BY_03","Pp_35_35_30_T2_T3_T5",190,99.4,12,51.4,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N971-21-BY_12","KAS_35_35_30_T2_T3_T5",190,103.8,11.8,54.2,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N971-21-BY_08","AnN_Pp_70_30_T1_T4",190,98.3,11.7,48.2,"Winter Soft Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WW-N972-21-BY_07","AnN_Pp_70_30_T2_T4",160,103,11,52,"Winter Soft Wheat",7.3,8.5,11.2,30.1,1.82,0.11,0.74,0.11,0.95,0.42,170.4,4.29,3.36,0.05,19,16.07,3.41,0.45,0.1,104.9,"medium Silky Clay","Tu3",6.8,62.1,31
"WW-N972-21-BY_10","Pp_AnN_35_65_T2_T3",160,100.44,11.3,51.9,"Winter Soft Wheat",7.3,8.5,11.2,30.1,1.82,0.11,0.74,0.11,0.95,0.42,170.4,4.29,3.36,0.05,19,16.07,3.41,0.45,0.1,104.9,"medium Silky Clay","Tu3",6.8,62.1,31
"WW-N972-21-BY_05","AnN_50_50_T1_T3",160,98.92,11,47.3,"Winter Soft Wheat",7.3,8.5,11.2,30.1,1.82,0.11,0.74,0.11,0.95,0.42,170.4,4.29,3.36,0.05,19,16.07,3.41,0.45,0.1,104.9,"medium Silky Clay","Tu3",6.8,62.1,31
"WW-N972-21-BY_12","KAS_35_35_30_T2_T3_T5",160,102.3,11.7,57.7,"Winter Soft Wheat",7.3,8.5,11.2,30.1,1.82,0.11,0.74,0.11,0.95,0.42,170.4,4.29,3.36,0.05,19,16.07,3.41,0.45,0.1,104.9,"medium Silky Clay","Tu3",6.8,62.1,31
"WW-N972-21-BY_03","Pp_35_35_30_T2_T3_T5",160,102.4,11.6,57.4,"Winter Soft Wheat",7.3,8.5,11.2,30.1,1.82,0.11,0.74,0.11,0.95,0.42,170.4,4.29,3.36,0.05,19,16.07,3.41,0.45,0.1,104.9,"medium Silky Clay","Tu3",6.8,62.1,31
"WW-N972-21-BY_01","ohne N",0,69.5,8.4,NA,"Winter Soft Wheat",7.3,8.5,11.2,30.1,1.82,0.11,0.74,0.11,0.95,0.42,170.4,4.29,3.36,0.05,19,16.07,3.41,0.45,0.1,104.9,"medium Silky Clay","Tu3",6.8,62.1,31
"WW-N972-21-BY_02","Pi46_35_35_30_T2_T3_T5",160,104.51,11.6,59.7,"Winter Soft Wheat",7.3,8.5,11.2,30.1,1.82,0.11,0.74,0.11,0.95,0.42,170.4,4.29,3.36,0.05,19,16.07,3.41,0.45,0.1,104.9,"medium Silky Clay","Tu3",6.8,62.1,31
"WW-N972-21-BY_09","AnN_Pp_80_20_T1_T4",160,100.68,10.6,46,"Winter Soft Wheat",7.3,8.5,11.2,30.1,1.82,0.11,0.74,0.11,0.95,0.42,170.4,4.29,3.36,0.05,19,16.07,3.41,0.45,0.1,104.9,"medium Silky Clay","Tu3",6.8,62.1,31
"WW-N972-21-BY_11","Pp_AnN_35_65_T1_T3",160,101.28,10.9,49,"Winter Soft Wheat",7.3,8.5,11.2,30.1,1.82,0.11,0.74,0.11,0.95,0.42,170.4,4.29,3.36,0.05,19,16.07,3.41,0.45,0.1,104.9,"medium Silky Clay","Tu3",6.8,62.1,31
"WW-N972-21-BY_04","AnN_50_50_T2_T4",160,102.7,11.3,54.6,"Winter Soft Wheat",7.3,8.5,11.2,30.1,1.82,0.11,0.74,0.11,0.95,0.42,170.4,4.29,3.36,0.05,19,16.07,3.41,0.45,0.1,104.9,"medium Silky Clay","Tu3",6.8,62.1,31
"WW-N972-21-BY_06","AnN_Pp_50_50_T1_T4",160,103.26,11,52.5,"Winter Soft Wheat",7.3,8.5,11.2,30.1,1.82,0.11,0.74,0.11,0.95,0.42,170.4,4.29,3.36,0.05,19,16.07,3.41,0.45,0.1,104.9,"medium Silky Clay","Tu3",6.8,62.1,31
"WW-N972-21-BY_08","AnN_Pp_70_30_T1_T4",160,101.92,10.7,48.2,"Winter Soft Wheat",7.3,8.5,11.2,30.1,1.82,0.11,0.74,0.11,0.95,0.42,170.4,4.29,3.36,0.05,19,16.07,3.41,0.45,0.1,104.9,"medium Silky Clay","Tu3",6.8,62.1,31
"WW-N976-21-BY_06","AnN_Pp_50_50_T1_T4",180,73.95,12.1,48.2,"Winter Soft Wheat",5.4,14.6,2.1,20.4,1.29,0.15,1.36,0.11,1.23,0.27,170.9,3.32,3.05,0.012,9.5,7.42,1.82,0.7,0.1,104.6,"weak sandy Loam","Ls2",29.4,49.2,21.4
"WW-N976-21-BY_12","KAS_35_35_30_T2_T3_T5",180,65.89,13.6,48.8,"Winter Soft Wheat",5.4,14.6,2.1,20.4,1.29,0.15,1.36,0.11,1.23,0.27,170.9,3.32,3.05,0.012,9.5,7.42,1.82,0.7,0.1,104.6,"weak sandy Loam","Ls2",29.4,49.2,21.4
"WW-N976-21-BY_05","AnN_50_50_T1_T3",180,69.33,11.7,41.3,"Winter Soft Wheat",5.4,14.6,2.1,20.4,1.29,0.15,1.36,0.11,1.23,0.27,170.9,3.32,3.05,0.012,9.5,7.42,1.82,0.7,0.1,104.6,"weak sandy Loam","Ls2",29.4,49.2,21.4
"WW-N976-21-BY_07","AnN_Pp_70_30_T2_T4",180,69.94,12.2,45.2,"Winter Soft Wheat",5.4,14.6,2.1,20.4,1.29,0.15,1.36,0.11,1.23,0.27,170.9,3.32,3.05,0.012,9.5,7.42,1.82,0.7,0.1,104.6,"weak sandy Loam","Ls2",29.4,49.2,21.4
"WW-N976-21-BY_08","AnN_Pp_70_30_T1_T4",180,76.17,12.2,51.1,"Winter Soft Wheat",5.4,14.6,2.1,20.4,1.29,0.15,1.36,0.11,1.23,0.27,170.9,3.32,3.05,0.012,9.5,7.42,1.82,0.7,0.1,104.6,"weak sandy Loam","Ls2",29.4,49.2,21.4
"WW-N976-21-BY_11","Pp_AnN_35_65_T1_T3",180,73.14,12.1,47.6,"Winter Soft Wheat",5.4,14.6,2.1,20.4,1.29,0.15,1.36,0.11,1.23,0.27,170.9,3.32,3.05,0.012,9.5,7.42,1.82,0.7,0.1,104.6,"weak sandy Loam","Ls2",29.4,49.2,21.4
