"Attempt_ID","Pgl_Bez","N_Fertilization_kg_ha","Ert_dt_ha","RP_Go","N_Efficiency","CropType_Long","pH","K","P","Mg","Corg","NH4_N","NO3_N","Nges","Smin","B","Mn","Cu","Zn","Mo","KAK_eff","Ca_eff","Mg_eff","K_eff","Na_eff","BS","Soiltype","Soiltype_Short","Sand","Silt","Clay"
"RO-N004-21-C_08","AnN_Pp_ 80_20_T1_T3",160,100.41,9.2,42.2,"Winter Rye",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"RO-N004-21-C_02","Pi46_50_50_T2_T3",160,96.26,9.3,40,"Winter Rye",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"RO-N004-21-C_07","AnN_Pp_ 70_30_T1_T3",160,100.2,9.3,43.3,"Winter Rye",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"RO-N004-21-C_01","ohne N",0,52.84,8.2,NA,"Winter Rye",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"RO-N004-21-C_03","Pp_50_50_T2_T3",160,99.42,9.4,42.9,"Winter Rye",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"RO-N004-21-C_04","AnN_100_T2",160,98.41,8.7,36.8,"Winter Rye",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"RO-N004-21-C_05","AnN_100_T1",160,100.88,8.6,37.6,"Winter Rye",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"RO-N004-21-C_10","KAS_50_50_T2_T3",160,100.1,9.7,46.5,"Winter Rye",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"RO-N004-21-C_09","Pp_AnN_30_70_T1_T2",160,98.4,8.6,35.7,"Winter Rye",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"RO-N004-21-C_06","AnN_Pp_ 50_50_T1_T3",160,99.73,9.4,43.8,"Winter Rye",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"RO-N910-21-MV_10","KAS_50_50_T2_T3",150,73.93,9.7,23,"Winter Rye",5,9.1,5.3,6.7,0.63,0.09,2.03,0.06,1.68,0.28,69.44,1.74,3.34,0.006,2,2.15,0.31,0.37,0.1,141.5,"weakly loamy Sand","Sl2",74.2,20.1,5.7
"RO-N910-21-MV_04","AnN_100_T2",150,72.73,10.2,25.6,"Winter Rye",5,9.1,5.3,6.7,0.63,0.09,2.03,0.06,1.68,0.28,69.44,1.74,3.34,0.006,2,2.15,0.31,0.37,0.1,141.5,"weakly loamy Sand","Sl2",74.2,20.1,5.7
"RO-N910-21-MV_07","AnN_Pp_ 70_30_T1_T3",150,79.05,9.9,29.1,"Winter Rye",5,9.1,5.3,6.7,0.63,0.09,2.03,0.06,1.68,0.28,69.44,1.74,3.34,0.006,2,2.15,0.31,0.37,0.1,141.5,"weakly loamy Sand","Sl2",74.2,20.1,5.7
"RO-N910-21-MV_02","Pi46_50_50_T2_T3",150,75.72,9.5,23.5,"Winter Rye",5,9.1,5.3,6.7,0.63,0.09,2.03,0.06,1.68,0.28,69.44,1.74,3.34,0.006,2,2.15,0.31,0.37,0.1,141.5,"weakly loamy Sand","Sl2",74.2,20.1,5.7
"RO-N910-21-MV_08","AnN_Pp_ 80_20_T1_T3",150,72.89,9.8,22.9,"Winter Rye",5,9.1,5.3,6.7,0.63,0.09,2.03,0.06,1.68,0.28,69.44,1.74,3.34,0.006,2,2.15,0.31,0.37,0.1,141.5,"weakly loamy Sand","Sl2",74.2,20.1,5.7
"RO-N910-21-MV_01","ohne N",0,50.69,9.2,NA,"Winter Rye",5,9.1,5.3,6.7,0.63,0.09,2.03,0.06,1.68,0.28,69.44,1.74,3.34,0.006,2,2.15,0.31,0.37,0.1,141.5,"weakly loamy Sand","Sl2",74.2,20.1,5.7
"RO-N910-21-MV_09","Pp_AnN_30_70_T1_T2",150,70.98,10.3,24.6,"Winter Rye",5,9.1,5.3,6.7,0.63,0.09,2.03,0.06,1.68,0.28,69.44,1.74,3.34,0.006,2,2.15,0.31,0.37,0.1,141.5,"weakly loamy Sand","Sl2",74.2,20.1,5.7
"RO-N910-21-MV_06","AnN_Pp_ 50_50_T1_T3",150,78.29,9.8,27.5,"Winter Rye",5,9.1,5.3,6.7,0.63,0.09,2.03,0.06,1.68,0.28,69.44,1.74,3.34,0.006,2,2.15,0.31,0.37,0.1,141.5,"weakly loamy Sand","Sl2",74.2,20.1,5.7
"RO-N910-21-MV_05","AnN_100_T1",150,71.19,9.8,21.2,"Winter Rye",5,9.1,5.3,6.7,0.63,0.09,2.03,0.06,1.68,0.28,69.44,1.74,3.34,0.006,2,2.15,0.31,0.37,0.1,141.5,"weakly loamy Sand","Sl2",74.2,20.1,5.7
"RO-N910-21-MV_03","Pp_50_50_T2_T3",150,76.59,10.1,28,"Winter Rye",5,9.1,5.3,6.7,0.63,0.09,2.03,0.06,1.68,0.28,69.44,1.74,3.34,0.006,2,2.15,0.31,0.37,0.1,141.5,"weakly loamy Sand","Sl2",74.2,20.1,5.7
"RO-N920-21-NI_05","AnN_100_T1",130,56.41,8.3,25.2,"Winter Rye",4.7,8.7,5.8,2.8,1.32,0.15,1.19,0.12,0.21,0.25,22.63,2.01,4.52,0.012,2.7,2.02,0.19,0.29,0.1,92.6,"slightly silty sand","Su2",81.3,14.7,4
"RO-N920-21-NI_06","AnN_Pp_ 50_50_T1_T3",130,57.28,9.8,35.2,"Winter Rye",4.7,8.7,5.8,2.8,1.32,0.15,1.19,0.12,0.21,0.25,22.63,2.01,4.52,0.012,2.7,2.02,0.19,0.29,0.1,92.6,"slightly silty sand","Su2",81.3,14.7,4
"RO-N920-21-NI_08","AnN_Pp_ 80_20_T1_T3",130,62.02,9.2,35.8,"Winter Rye",4.7,8.7,5.8,2.8,1.32,0.15,1.19,0.12,0.21,0.25,22.63,2.01,4.52,0.012,2.7,2.02,0.19,0.29,0.1,92.6,"slightly silty sand","Su2",81.3,14.7,4
"RO-N920-21-NI_09","Pp_AnN_30_70_T1_T2",130,56.83,8.5,26.6,"Winter Rye",4.7,8.7,5.8,2.8,1.32,0.15,1.19,0.12,0.21,0.25,22.63,2.01,4.52,0.012,2.7,2.02,0.19,0.29,0.1,92.6,"slightly silty sand","Su2",81.3,14.7,4
"RO-N920-21-NI_10","KAS_50_50_T2_T3",130,56.92,9.4,32.1,"Winter Rye",4.7,8.7,5.8,2.8,1.32,0.15,1.19,0.12,0.21,0.25,22.63,2.01,4.52,0.012,2.7,2.02,0.19,0.29,0.1,92.6,"slightly silty sand","Su2",81.3,14.7,4
"RO-N920-21-NI_03","Pp_50_50_T2_T3",130,53.96,9.9,32.1,"Winter Rye",4.7,8.7,5.8,2.8,1.32,0.15,1.19,0.12,0.21,0.25,22.63,2.01,4.52,0.012,2.7,2.02,0.19,0.29,0.1,92.6,"slightly silty sand","Su2",81.3,14.7,4
"RO-N920-21-NI_04","AnN_100_T2",130,54.21,8.9,26.5,"Winter Rye",4.7,8.7,5.8,2.8,1.32,0.15,1.19,0.12,0.21,0.25,22.63,2.01,4.52,0.012,2.7,2.02,0.19,0.29,0.1,92.6,"slightly silty sand","Su2",81.3,14.7,4
"RO-N920-21-NI_01","ohne N",0,29.76,7.8,NA,"Winter Rye",4.7,8.7,5.8,2.8,1.32,0.15,1.19,0.12,0.21,0.25,22.63,2.01,4.52,0.012,2.7,2.02,0.19,0.29,0.1,92.6,"slightly silty sand","Su2",81.3,14.7,4
"RO-N920-21-NI_02","Pi46_50_50_T2_T3",130,56.01,9.7,33,"Winter Rye",4.7,8.7,5.8,2.8,1.32,0.15,1.19,0.12,0.21,0.25,22.63,2.01,4.52,0.012,2.7,2.02,0.19,0.29,0.1,92.6,"slightly silty sand","Su2",81.3,14.7,4
"RO-N920-21-NI_07","AnN_Pp_ 70_30_T1_T3",130,56.52,9.5,32.4,"Winter Rye",4.7,8.7,5.8,2.8,1.32,0.15,1.19,0.12,0.21,0.25,22.63,2.01,4.52,0.012,2.7,2.02,0.19,0.29,0.1,92.6,"slightly silty sand","Su2",81.3,14.7,4
"RO-N942-21-BB_08","AnN_Pp_ 80_20_T1_T3",140,75.68,10.1,28.2,"Winter Rye",5.9,12.3,3,4.7,0.85,0.11,1.35,0.11,0.23,0.46,112.5,3.07,6.15,0.02,3.5,3.26,0.36,0.35,0.1,113.4,"medium silty sand","Su3",65.1,27.9,7
"RO-N942-21-BB_02","Pi46_50_50_T2_T3",140,75.8,10.3,29.3,"Winter Rye",5.9,12.3,3,4.7,0.85,0.11,1.35,0.11,0.23,0.46,112.5,3.07,6.15,0.02,3.5,3.26,0.36,0.35,0.1,113.4,"medium silty sand","Su3",65.1,27.9,7
"RO-N942-21-BB_10","KAS_50_50_T2_T3",140,76.02,10.3,29.5,"Winter Rye",5.9,12.3,3,4.7,0.85,0.11,1.35,0.11,0.23,0.46,112.5,3.07,6.15,0.02,3.5,3.26,0.36,0.35,0.1,113.4,"medium silty sand","Su3",65.1,27.9,7
"RO-N942-21-BB_04","AnN_100_T2",140,75.85,9.9,26.6,"Winter Rye",5.9,12.3,3,4.7,0.85,0.11,1.35,0.11,0.23,0.46,112.5,3.07,6.15,0.02,3.5,3.26,0.36,0.35,0.1,113.4,"medium silty sand","Su3",65.1,27.9,7
"RO-N942-21-BB_05","AnN_100_T1",140,75.97,9.8,25.7,"Winter Rye",5.9,12.3,3,4.7,0.85,0.11,1.35,0.11,0.23,0.46,112.5,3.07,6.15,0.02,3.5,3.26,0.36,0.35,0.1,113.4,"medium silty sand","Su3",65.1,27.9,7
"RO-N942-21-BB_07","AnN_Pp_ 70_30_T1_T3",140,77.41,10.6,33.5,"Winter Rye",5.9,12.3,3,4.7,0.85,0.11,1.35,0.11,0.23,0.46,112.5,3.07,6.15,0.02,3.5,3.26,0.36,0.35,0.1,113.4,"medium silty sand","Su3",65.1,27.9,7
"RO-N942-21-BB_09","Pp_AnN_30_70_T1_T2",140,77.22,9.8,27.4,"Winter Rye",5.9,12.3,3,4.7,0.85,0.11,1.35,0.11,0.23,0.46,112.5,3.07,6.15,0.02,3.5,3.26,0.36,0.35,0.1,113.4,"medium silty sand","Su3",65.1,27.9,7
"RO-N942-21-BB_03","Pp_50_50_T2_T3",140,73.98,10.3,27.9,"Winter Rye",5.9,12.3,3,4.7,0.85,0.11,1.35,0.11,0.23,0.46,112.5,3.07,6.15,0.02,3.5,3.26,0.36,0.35,0.1,113.4,"medium silty sand","Su3",65.1,27.9,7
"RO-N942-21-BB_01","ohne N",0,63.19,7.6,NA,"Winter Rye",5.9,12.3,3,4.7,0.85,0.11,1.35,0.11,0.23,0.46,112.5,3.07,6.15,0.02,3.5,3.26,0.36,0.35,0.1,113.4,"medium silty sand","Su3",65.1,27.9,7
"RO-N942-21-BB_06","AnN_Pp_ 50_50_T1_T3",140,75.51,10.5,31,"Winter Rye",5.9,12.3,3,4.7,0.85,0.11,1.35,0.11,0.23,0.46,112.5,3.07,6.15,0.02,3.5,3.26,0.36,0.35,0.1,113.4,"medium silty sand","Su3",65.1,27.9,7
"RO-N951-21-SN_01","ohne N",0,53.16,9.3,NA,"Winter Rye",6.3,26.8,8.5,16.7,1.1,0.18,2.1,0.11,0.4,0.58,103.5,4.56,7.26,0.059,4.9,4.77,0.86,0.77,0.1,130.6,"medium silty sand","Su3",63.6,32.5,3.9
"RO-N951-21-SN_02","Pi46_50_50_T2_T3",150,62.23,11,17.2,"Winter Rye",6.3,26.8,8.5,16.7,1.1,0.18,2.1,0.11,0.4,0.58,103.5,4.56,7.26,0.059,4.9,4.77,0.86,0.77,0.1,130.6,"medium silty sand","Su3",63.6,32.5,3.9
"RO-N951-21-SN_09","Pp_AnN_30_70_T1_T2",150,64,10.8,18.1,"Winter Rye",6.3,26.8,8.5,16.7,1.1,0.18,2.1,0.11,0.4,0.58,103.5,4.56,7.26,0.059,4.9,4.77,0.86,0.77,0.1,130.6,"medium silty sand","Su3",63.6,32.5,3.9
"RO-N951-21-SN_05","AnN_100_T1",150,63.79,11.1,19.7,"Winter Rye",6.3,26.8,8.5,16.7,1.1,0.18,2.1,0.11,0.4,0.58,103.5,4.56,7.26,0.059,4.9,4.77,0.86,0.77,0.1,130.6,"medium silty sand","Su3",63.6,32.5,3.9
"RO-N951-21-SN_06","AnN_Pp_ 50_50_T1_T3",150,62.94,11.5,21.2,"Winter Rye",6.3,26.8,8.5,16.7,1.1,0.18,2.1,0.11,0.4,0.58,103.5,4.56,7.26,0.059,4.9,4.77,0.86,0.77,0.1,130.6,"medium silty sand","Su3",63.6,32.5,3.9
"RO-N951-21-SN_03","Pp_50_50_T2_T3",150,63.17,11.6,21.7,"Winter Rye",6.3,26.8,8.5,16.7,1.1,0.18,2.1,0.11,0.4,0.58,103.5,4.56,7.26,0.059,4.9,4.77,0.86,0.77,0.1,130.6,"medium silty sand","Su3",63.6,32.5,3.9
"RO-N951-21-SN_04","AnN_100_T2",150,62.2,11.1,17.8,"Winter Rye",6.3,26.8,8.5,16.7,1.1,0.18,2.1,0.11,0.4,0.58,103.5,4.56,7.26,0.059,4.9,4.77,0.86,0.77,0.1,130.6,"medium silty sand","Su3",63.6,32.5,3.9
"RO-N951-21-SN_07","AnN_Pp_ 70_30_T1_T3",150,63.42,11.7,22.9,"Winter Rye",6.3,26.8,8.5,16.7,1.1,0.18,2.1,0.11,0.4,0.58,103.5,4.56,7.26,0.059,4.9,4.77,0.86,0.77,0.1,130.6,"medium silty sand","Su3",63.6,32.5,3.9
"RO-N951-21-SN_08","AnN_Pp_ 80_20_T1_T3",150,64.66,11.4,22.3,"Winter Rye",6.3,26.8,8.5,16.7,1.1,0.18,2.1,0.11,0.4,0.58,103.5,4.56,7.26,0.059,4.9,4.77,0.86,0.77,0.1,130.6,"medium silty sand","Su3",63.6,32.5,3.9
"RO-N951-21-SN_10","KAS_50_50_T2_T3",150,60.17,11.4,17.4,"Winter Rye",6.3,26.8,8.5,16.7,1.1,0.18,2.1,0.11,0.4,0.58,103.5,4.56,7.26,0.059,4.9,4.77,0.86,0.77,0.1,130.6,"medium silty sand","Su3",63.6,32.5,3.9
"RO-N952-21-SN_03","AnN_100_T2",140,75.98,9.5,35.1,"Winter Rye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RO-N952-21-SN_02","Pp_50_50_T2_T3",140,76.93,10.2,40.9,"Winter Rye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RO-N952-21-SN_07","Pp_AnN_30_70_T1_T2",140,77.8,9.5,36.4,"Winter Rye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RO-N952-21-SN_05","AnN_Pp_ 50_50_T1_T3",140,77.2,9.8,37.9,"Winter Rye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RO-N952-21-SN_04","AnN_100_T1",140,77.43,9.1,33,"Winter Rye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RO-N952-21-SN_06","AnN_Pp_ 70_30_T1_T3",140,77.85,10,40.3,"Winter Rye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RO-N952-21-SN_01","ohne N",0,51.85,7.1,NA,"Winter Rye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RO-N952-21-SN_08","KAS_50_50_T2_T3",140,72.45,10.5,38.5,"Winter Rye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WG-N006-21-C_02","Pi46_50_50_T2_T3",180,101.39,11,55.1,"Winter Barley",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"WG-N006-21-C_06","AnN_Pp_ 50_50_T1_T3",180,97.71,11.1,52.9,"Winter Barley",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"WG-N006-21-C_07","AnN_Pp_ 70_30_T1_T3",180,99.65,10.7,51.5,"Winter Barley",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"WG-N006-21-C_03","Pp_50_50_T2_T3",180,100.34,11.2,55.9,"Winter Barley",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"WG-N006-21-C_08","AnN_Pp_ 80_20_T1_T3",180,106.52,10.8,57.6,"Winter Barley",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"WG-N006-21-C_05","AnN_100_T1",180,104.93,10.4,53,"Winter Barley",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"WG-N006-21-C_04","AnN_100_T2",180,102.71,10.7,54,"Winter Barley",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"WG-N006-21-C_10","KAS_50_50_T2_T3",180,98.34,11.5,56.3,"Winter Barley",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"WG-N006-21-C_01","ohne N",0,44.75,8.8,NA,"Winter Barley",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"WG-N006-21-C_09","Pp_AnN_30_70_T1_T2",180,104.89,10.4,53.4,"Winter Barley",6.5,10.1,5.3,14.6,0.92,0.09,1.28,0.07,0.38,0.35,109.1,1.53,4.04,0.032,5.6,5.75,1.31,0.42,0.1,133.6,"sandy loamier Silt","Uls",37.4,51.2,11.4
"WG-N901-21-SH_06","AnN_Pp_ 50_50_T1_T3",168,115.6,12.6,60.4,"Winter Barley",6.5,17.8,7.6,16.7,1.34,0.14,1.45,0.11,0.27,0.6,110.5,3.06,7.99,0.054,7.1,7.49,1.53,0.55,0.1,134.8,"strong loamier Sand","Sl4",53.2,33.1,13.6
"WG-N901-21-SH_07","AnN_Pp_ 70_30_T1_T3",168,117.55,12.4,60.2,"Winter Barley",6.5,17.8,7.6,16.7,1.34,0.14,1.45,0.11,0.27,0.6,110.5,3.06,7.99,0.054,7.1,7.49,1.53,0.55,0.1,134.8,"strong loamier Sand","Sl4",53.2,33.1,13.6
"WG-N901-21-SH_04","AnN_100_T2",168,113.83,11.9,52.5,"Winter Barley",6.5,17.8,7.6,16.7,1.34,0.14,1.45,0.11,0.27,0.6,110.5,3.06,7.99,0.054,7.1,7.49,1.53,0.55,0.1,134.8,"strong loamier Sand","Sl4",53.2,33.1,13.6
"WG-N901-21-SH_05","AnN_100_T1",168,116.3,11.7,52.8,"Winter Barley",6.5,17.8,7.6,16.7,1.34,0.14,1.45,0.11,0.27,0.6,110.5,3.06,7.99,0.054,7.1,7.49,1.53,0.55,0.1,134.8,"strong loamier Sand","Sl4",53.2,33.1,13.6
"WG-N901-21-SH_03","Pp_50_50_T2_T3",168,114.9,12.6,59.4,"Winter Barley",6.5,17.8,7.6,16.7,1.34,0.14,1.45,0.11,0.27,0.6,110.5,3.06,7.99,0.054,7.1,7.49,1.53,0.55,0.1,134.8,"strong loamier Sand","Sl4",53.2,33.1,13.6
"WG-N901-21-SH_02","Pi46_50_50_T2_T3",168,119.05,12.4,62.5,"Winter Barley",6.5,17.8,7.6,16.7,1.34,0.14,1.45,0.11,0.27,0.6,110.5,3.06,7.99,0.054,7.1,7.49,1.53,0.55,0.1,134.8,"strong loamier Sand","Sl4",53.2,33.1,13.6
"WG-N901-21-SH_10","KAS_50_50_T2_T3",168,119.38,12.3,61.4,"Winter Barley",6.5,17.8,7.6,16.7,1.34,0.14,1.45,0.11,0.27,0.6,110.5,3.06,7.99,0.054,7.1,7.49,1.53,0.55,0.1,134.8,"strong loamier Sand","Sl4",53.2,33.1,13.6
"WG-N901-21-SH_09","Pp_AnN_30_70_T1_T2",168,118.88,12.4,62.3,"Winter Barley",6.5,17.8,7.6,16.7,1.34,0.14,1.45,0.11,0.27,0.6,110.5,3.06,7.99,0.054,7.1,7.49,1.53,0.55,0.1,134.8,"strong loamier Sand","Sl4",53.2,33.1,13.6
"WG-N901-21-SH_08","AnN_Pp_ 80_20_T1_T3",168,121.28,12.3,63.5,"Winter Barley",6.5,17.8,7.6,16.7,1.34,0.14,1.45,0.11,0.27,0.6,110.5,3.06,7.99,0.054,7.1,7.49,1.53,0.55,0.1,134.8,"strong loamier Sand","Sl4",53.2,33.1,13.6
"WG-N901-21-SH_01","ohne N",0,70.93,10.1,NA,"Winter Barley",6.5,17.8,7.6,16.7,1.34,0.14,1.45,0.11,0.27,0.6,110.5,3.06,7.99,0.054,7.1,7.49,1.53,0.55,0.1,134.8,"strong loamier Sand","Sl4",53.2,33.1,13.6
"WG-N902-21-SH_09","Pp_AnN_30_70_T1_T2",130,105.7,11.5,50.5,"Winter Barley",7,30.9,7.3,18.1,1.26,0.19,1.29,0.12,7.07,0.89,146.2,2.51,7.41,0.043,10.5,9.58,1.62,0.79,0.1,114.2,"sandy loamier Silt","Uls",22.4,62.8,14.8
"WG-N902-21-SH_03","Pp_50_50_T2_T3",130,106.9,11.6,52.8,"Winter Barley",7,30.9,7.3,18.1,1.26,0.19,1.29,0.12,7.07,0.89,146.2,2.51,7.41,0.043,10.5,9.58,1.62,0.79,0.1,114.2,"sandy loamier Silt","Uls",22.4,62.8,14.8
"WG-N902-21-SH_10","KAS_50_50_T2_T3",130,106.83,11.7,53.9,"Winter Barley",7,30.9,7.3,18.1,1.26,0.19,1.29,0.12,7.07,0.89,146.2,2.51,7.41,0.043,10.5,9.58,1.62,0.79,0.1,114.2,"sandy loamier Silt","Uls",22.4,62.8,14.8
"WG-N902-21-SH_01","ohne N",0,73.55,10.1,NA,"Winter Barley",7,30.9,7.3,18.1,1.26,0.19,1.29,0.12,7.07,0.89,146.2,2.51,7.41,0.043,10.5,9.58,1.62,0.79,0.1,114.2,"sandy loamier Silt","Uls",22.4,62.8,14.8
"WG-N902-21-SH_08","AnN_Pp_ 80_20_T1_T3",130,99.5,11.1,37.9,"Winter Barley",7,30.9,7.3,18.1,1.26,0.19,1.29,0.12,7.07,0.89,146.2,2.51,7.41,0.043,10.5,9.58,1.62,0.79,0.1,114.2,"sandy loamier Silt","Uls",22.4,62.8,14.8
"WG-N902-21-SH_06","AnN_Pp_ 50_50_T1_T3",130,100.3,11.3,41.3,"Winter Barley",7,30.9,7.3,18.1,1.26,0.19,1.29,0.12,7.07,0.89,146.2,2.51,7.41,0.043,10.5,9.58,1.62,0.79,0.1,114.2,"sandy loamier Silt","Uls",22.4,62.8,14.8
"WG-N902-21-SH_05","AnN_100_T1",130,101.7,11.1,41.3,"Winter Barley",7,30.9,7.3,18.1,1.26,0.19,1.29,0.12,7.07,0.89,146.2,2.51,7.41,0.043,10.5,9.58,1.62,0.79,0.1,114.2,"sandy loamier Silt","Uls",22.4,62.8,14.8
"WG-N902-21-SH_04","AnN_100_T2",130,105,11.5,49.4,"Winter Barley",7,30.9,7.3,18.1,1.26,0.19,1.29,0.12,7.07,0.89,146.2,2.51,7.41,0.043,10.5,9.58,1.62,0.79,0.1,114.2,"sandy loamier Silt","Uls",22.4,62.8,14.8
"WG-N902-21-SH_07","AnN_Pp_ 70_30_T1_T3",130,100.73,11.1,39.4,"Winter Barley",7,30.9,7.3,18.1,1.26,0.19,1.29,0.12,7.07,0.89,146.2,2.51,7.41,0.043,10.5,9.58,1.62,0.79,0.1,114.2,"sandy loamier Silt","Uls",22.4,62.8,14.8
"WG-N902-21-SH_02","Pi46_50_50_T2_T3",130,102.75,11.5,46.1,"Winter Barley",7,30.9,7.3,18.1,1.26,0.19,1.29,0.12,7.07,0.89,146.2,2.51,7.41,0.043,10.5,9.58,1.62,0.79,0.1,114.2,"sandy loamier Silt","Uls",22.4,62.8,14.8
"WG-N903-21-SH_04","AnN_100_T2",188,93.8,10.6,52.1,"Winter Barley",5.1,18.5,9.3,9.5,2.18,0.21,0.94,0.13,3.67,0.22,29.9,1.33,6.46,0.017,6.9,4.86,0.71,0.47,0.1,87.5,"medium loamier Sand","Sl3",65.6,25.7,8.7
"WG-N903-21-SH_10","KAS_50_50_T2_T3",188,90.7,10.7,50.5,"Winter Barley",5.1,18.5,9.3,9.5,2.18,0.21,0.94,0.13,3.67,0.22,29.9,1.33,6.46,0.017,6.9,4.86,0.71,0.47,0.1,87.5,"medium loamier Sand","Sl3",65.6,25.7,8.7
"WG-N903-21-SH_06","AnN_Pp_ 50_50_T1_T3",188,90.83,10.7,50.6,"Winter Barley",5.1,18.5,9.3,9.5,2.18,0.21,0.94,0.13,3.67,0.22,29.9,1.33,6.46,0.017,6.9,4.86,0.71,0.47,0.1,87.5,"medium loamier Sand","Sl3",65.6,25.7,8.7
